;id;name;artist;bpm;tonality;dateAdd;album;label;comments;bitRate;size;colour;playCount;location;key
2394;2395;Stargate (Original Mix);Vincent Vossen-;93;Am;2022-11-21;;;;320;18651472;;2;file://localhost/C:/E+/02-DonwloadsAll/202211_Others/Vincent%20Vossen-Stargate%20(Original%20Mix).mp3;8A
